id,name,birth,rating,noOfTimesRated
3428419,Kirsten Heisig,1961,0,0
277779,Agnes Fink,1919,0,0
468479,István Kovács,1944,0,0
299522,Pyotr Fyodorov,1959,0,0
879921,Shôji Ueda,1938,0,0
447549,Yehoshua Kenaz,1937,0,0
259370,Lena B. Eriksson,1960,0,0
5688,Carlo Di Palma,1925,0,0
5920,Esa Vuorinen,1945,0,0
1748134,Antonio Tausiet,1967,0,0
62828,Warner Baxter,1889,0,0
13399,Roberto Aguerre,1939,0,0
1655660,Simony Diamond,1983,0,0
5324158,Uddika Premarathna,1980,0,0
262154,Bill Etra,1947,0,0
2038226,Christian Howard,1984,0,0
2143122,Ivald Granato,1949,0,0
678979,Sylvie Peyre,1963,0,0
996145,Vuk Rsumovic,1975,0,0
901287,Dragoljub Vojnov,1947,0,0
30730,Imre Antal,1935,0,0
229268,Radivoje 'Lola' Djukic,1923,0,0
3194762,Karl Glusman,1988,0,0
150299,Christina Chambers,1969,0,0
688982,Zezé Polessa,1953,0,0
50720,Ladislav Ballek,1941,0,0
326852,Dias Gomes,1922,0,0
788330,Mem Shannon,1959,0,0
746211,Jean-Michel Roux,1964,0,0
622100,Stefano Natale,1951,0,0
384122,Charlie Hill,1951,0,0
411670,Leila Itkonen,1926,0,0
19569,Mary Alice,1941,0,0
573334,Terry McMillan,1951,0,0
838243,Maxine Sullivan,1911,0,0
1381261,Jackeline Petkovic,1980,0,0
473029,Ivan Krystev,1940,0,0
1173608,Gert-Jan van den Ende,1962,0,0
96227,Ejvind Bording,1951,0,0
936225,Wolf Wirth,1929,0,0
870694,Todd Traina,1969,0,0
6640,Derek Lister,1948,0,0
805246,Bohdan Sláma,1967,0,0
649228,Franco Oppini,1950,0,0
4497710,Ellen Humphreys,1993,0,0
1274645,Carlos Alcántara,1964,0,0
883031,Leontina Vaduva,1960,0,0
246881,Peter Dörfler,1967,0,0
96464,Þóra Borg,1907,0,0
180885,Álvaro Correia,1967,0,0
1564767,Tammy Cheung,1958,0,0
5594492,Ray Myint,1980,0,0
1389997,Asante Jones,1968,0,0
958284,Valentin Zubkov,1923,0,0
480016,Anabelle Lachatte,1972,0,0
502168,Gérard Lenorman,1945,0,0
1417931,Geneva Carr,1971,0,0
774300,Michael Schock,1948,0,0
645487,Nobuto Okamoto,1948,0,0
451574,Gohar Kheirandish,1954,0,0
4812325,Rastislav Dubovsky,1976,0,0
477102,Stanley Kwan,1957,0,0
1109740,Sinem Kobal,1987,0,0
1064283,Sasa Petrovic,1962,0,0
944415,Françoise Xenakis,1930,0,0
345046,Klaus-Michael Grüber,1941,0,0
587420,Slobodan Milic,1938,0,0
787977,Mevlan Shanaj,1945,0,0
110291,Enrico Brizzi,1974,0,0
335,Glenn Close,1947,0,0
1818625,Phil Castillo,1979,0,0
2695142,Brad Breeck,1978,0,0
2333537,Jeff Bredt,1963,0,0
955954,Werner P. Zibaso,1910,0,0
1845496,Boris Lehtlaan,1946,0,0
3034804,Igor Konyukov,1958,0,0
8227166,Sergey Korenkov,1974,0,0
1008065,Ahmet Adnan Saygun,1907,0,0
1292241,Kristin Franke,1981,0,0
1070494,Satoshi Tsumabuki,1980,0,0
2708024,Paula Niedert Elliott,1955,0,0
4736,Jason Behr,1973,0,0
5989934,Tim Halo,1982,0,0
1175912,Cindy Landon,1957,0,0
434795,Bernie Kahn,1930,0,0
914073,Ed Waters,1930,0,0
1173191,Terence Schreurs,1976,0,0
508553,Xiuming Li,1954,0,0
228652,Maya Divine,1971,0,0
64415,William Beaudine,1892,0,0
5934,Robert D. Yeoman,1951,0,0
153833,Stephan Chase,1945,0,0
1240,Dennis Franz,1944,0,0
2197025,Deniz Gamze Ergüven,1978,0,0
300725,Dean Gaffney,1978,0,0
6612,Giancarlo Magalli,1947,0,0
612223,Peter Paul Muller,1965,0,0
766662,Mark Saul,1985,0,0
3728183,Darya Melnikova,1992,0,0
5791331,Petr Simcák,2001,0,0
772900,Donata Wenders,1965,0,0
772150,Bernd Schlegel,1972,0,0
244783,Dominique Duthuit,1957,0,0
31386,Jim Antonio,1931,0,0
929679,Toyah Willcox,1958,0,0
204412,Dale Davis,1969,0,0
3909478,Andrew Glenn Miller,1989,0,0
283773,Eugene Fodor,1950,0,0
88475,Genevieve Blinn,1874,0,0
808606,Jamil Walker Smith,1982,0,0
2191608,Jevocas Green,1983,0,0
2955013,Liam Hemsworth,1990,0,0
100653,Tatyana Bovkalova,1959,0,0
348754,Yildirim Gürses,1939,0,0
901406,Amnon Wolf,1971,0,0
3943314,Johan Matton,1985,0,0
667260,Rogério Paulo,1927,0,0
227570,Isabelle Doval,1962,0,0
526868,Kiti Luostarinen,1951,0,0
2120743,J. Xavier Velasco,1979,0,0
654720,Natsuki Ozawa,1972,0,0
474430,Yuri Kulakov,1959,0,0
1009809,David Kausch,1964,0,0
1594683,Sylvinho Blau Blau,1964,0,0
1097471,Melanie Jackson,1968,0,0
3425494,Ursula Parker,2003,0,0
2405918,Yumi Takada,1961,0,0
404552,Grady Hutt,1985,0,0
910589,Tony Walton,1934,0,0
635053,Cæcilie Nordgreen,1946,0,0
186427,Stephen Crane,1871,0,0
3424653,Christian Schneider,1973,0,0
96813,Robert Boris,1945,0,0
522888,Barry Lowe,1947,0,0
270908,Jerzy Felczynski,1927,0,0
1744983,Del Marquis,1979,0,0
374049,Eva van Heijningen,1958,0,0
2418,Colin Brunton,1955,0,0
82206,Beatrix Bilgeri,1960,0,0
1457174,Vicente Ibáñez,1972,0,0
746787,Kenneth F. Rowles,1945,0,0
8620634,Tana Mongeau,1998,0,0
256797,Peter Ender,1958,0,0
109972,Jean-Claude Brisville,1922,0,0
756379,Balraj Sahni,1913,0,0
2486052,Gabriel Wainer,1984,0,0
2154960,Amy Schumer,1981,0,0
2125871,Q. Bryce Randle,1983,0,0
1996356,Sierra Edwards,1985,0,0
256057,Dino Emanuelli,1931,0,0
747586,Jan Rózewicz,1953,0,0
253705,Christine Elise,1965,0,0
479893,Pedro Lacerda,1971,0,0
226668,Nikolay Dik,1959,0,0
299799,Astrid M. Fünderich,1963,0,0
2846935,Keith Paull,1946,0,0
1382184,Hans-Erik Dyvik Husby,1972,0,0
626124,Alex Nepomniaschy,1955,0,0
1936240,Erwin Schrott,1972,0,0
2570798,Mathilde Bundschuh,1994,0,0
1597463,Claire Tomalin,1933,0,0
3219778,Michael Blakey,1958,0,0
3006798,Julian Hee,1978,0,0
1242743,José Menezes,1921,0,0
1112548,Johannes Naber,1971,0,0
2116325,Josipa Kosanovic,1979,0,0
3580847,Dieter Weichbrodt,1970,0,0
1389105,Martín Deus,1979,0,0
670597,Hazel Peiser,1938,0,0
471585,Mikael Kristersson,1947,0,0
126582,Joana Bárcia,1972,0,0
1244053,Pelle Bang Sørensen,1995,0,0
1566328,JC de Vera,1986,0,0
629938,Fabio Piccioni,1938,0,0
7017710,Haruka Kubo,1987,0,0
180489,Charlotte Cornwell,1949,0,0
427646,Bruce Jones,1953,0,0
1557329,Jessica Rothe,1987,0,0
580950,Igor Merkulov,1962,0,0
9133752,Ghana Ali,1994,0,0
1660718,Oliver Röpke,1973,0,0
735911,José Antonio Rodríguez,1935,0,0
1405391,Daniel Ross,1980,0,0
596071,Rafal Mohr,1975,0,0
363025,Zaharira Harifai,1929,0,0
3575376,Michael Wade Johnson,1976,0,0
235493,Micha Douwes,1971,0,0
5656566,Marc Schöttner,1986,0,0
1934081,Su Wei,1927,0,0
3371,Wedigo von Schultzendorff,1945,0,0
2115045,Spencer Longmore,1983,0,0
1917169,Paul Gauguin,1848,0,0
92540,Endre Bojtár B.,1963,0,0
1375173,Mogens Glistrup,1926,0,0
753701,Károly Rékasi,1962,0,0
452831,Elsa Kikoïne,1977,0,0
1768695,Mathieu Riboulet,1960,0,0
182253,Massimo Costa,1951,0,0
282228,Pieter Fleury,1955,0,0
802975,Siiri Sisask,1968,0,0
8809943,Annachiara Tagliaferri,1993,0,0
1761524,Andrea Pallaoro,1982,0,0
138896,Pío Caro Baroja,1928,0,0
672330,Elisa Gabrielli,1959,0,0
2305,Patrick Williams,1939,0,0
180388,Stephane Cornicard,1964,0,0
1720080,Aoife Madden,1981,0,0
1366019,Elena Lenina,1979,0,0
1264387,Stanislav Zeman,1968,0,0
184990,Deborah Cox,1974,0,0
1605083,John Lavelle,1981,0,0
1533619,Joshua Coleman,1979,0,0
366586,William S. Hart,1864,0,0
936300,Tom Wisdom,1973,0,0
478760,Mark La Mura,1948,0,0
743232,Arthur A. Ross,1920,0,0
1152652,Damien Gillard,1972,0,0
824139,John Steakley,1951,0,0
4136426,Liang Guo,1968,0,0
2841272,Frank-Walter Steinmeier,1956,0,0
6013,Bob Cobert,1924,0,0
2176882,Erix Arocha,1981,0,0
1703840,Ingo Vollkammer,1972,0,0
5549,Haskell Wexler,1922,0,0
3768307,Myles Peterman,1990,0,0
2397241,Huntun Batu,1979,0,0
220729,János Derzsi,1954,0,0
1057116,Shelby Fenner,1978,0,0
3298710,Ancilla Tilia,1985,0,0
1047732,Jaren Brandt Bartlett,1988,0,0
2910574,Lorenzo Zurzolo,2000,0,0
274986,Lida Ferro,1915,0,0
1019311,Eric Carr,1950,0,0
1743285,Emma Balcázar,1973,0,0
968684,Ode Bitton,1941,0,0
4479759,Carles Puigdemont,1962,0,0
633932,Rudolf Noelte,1921,0,0
5404745,Eugenio Franceschini,1991,0,0
3017322,LaDonna Pettijohn,1973,0,0
5242450,Martin Garrix,1996,0,0
2978052,Adam Ljoså,1986,0,0
1508111,Jordan Metcalfe,1986,0,0
5061891,Russell Churcher,1992,0,0
8476765,Vladimir Beylis,1937,0,0
987,Jim Brown,1936,0,0
1073467,Pedro Perazzo,1985,0,0
336118,Jørn Grauengaard,1921,0,0
256053,Paule Emanuele,1927,0,0
2034378,Christine Parker,1962,0,0
1462989,Leo Cuypers,1947,0,0
1893866,Mark Aguirre,1962,0,0
1881779,James Di Giacomo,1976,0,0
1737760,Ricardo Abarca,1986,0,0
946364,Cale Yarborough,1939,0,0
589,Eve Plumb,1958,0,0
22883,Bruce Altman,1955,0,0
790944,Judith Shekoni,1982,0,0
2184620,Jesse Barrett-Mills,1984,0,0
3706,Tim McCoy,1891,0,0
3708457,Whitney Rose Pynn,1989,0,0
5949663,Jacob Viness,1991,0,0
739418,Gloria Romero,1933,0,0
125581,Johannes Buzalski,1918,0,0
771942,Heinz Schirk,1931,0,0
314480,Paul Germain,1959,0,0
794281,Bill Shirk,1945,0,0
753954,Nienke Römer,1975,0,0
1824002,Samuel Saulnier,1984,0,0
536948,Mahipal,1919,0,0
3624414,Nadia Jordan,1975,0,0
2814007,Rex Faraday,1969,0,0
568930,Anna McGarrigle,1944,0,0
782891,Mobutu Sese Seko,1930,0,0
1145778,Édson Machado,1934,0,0
600763,Paul Mooney,1941,0,0
15458,Annapurna Akkineni,1933,0,0
271763,Edwige Fenech,1948,0,0
938347,Kaja Wolffers,1973,0,0
1676649,Nate Parker,1979,0,0
523711,Feng Lu,1953,0,0
1957096,Rainer Furch,1964,0,0
488517,Fabienne Larouche,1958,0,0
344894,Sofie Gråbøl,1968,0,0
2479759,Evan Bregman,1986,0,0
24971,Amiran Amiranashvili,1955,0,0
1442725,Mohammad Shirvani,1973,0,0
598243,Thelonious Monk,1917,0,0
309353,Paola Gassman,1945,0,0
457030,Ralf Kirsten,1930,0,0
419650,Jay Z,1969,0,0
1718336,Otakar Senovský,1979,0,0
513703,Carsten Lippstock,1964,0,0
2473856,Frank Love,1983,0,0
337833,Eugène Green,1947,0,0
1994122,Murali K. Thalluri,1984,0,0
2430214,Liam Andrew Wright,1985,0,0
2172895,Henrik Dorsin,1977,0,0
162952,Sergio Citti,1933,0,0
2154310,Eva-Maria Grein von Friedl,1980,0,0
806992,Predrag Smiljkovic,1969,0,0
3020713,Simon Bird,1984,0,0
1532153,Alexander Kronemer,1960,0,0
2177779,Lionel Messi,1987,0,0
590243,Joseph Millson,1974,0,0
802406,Anu Sinisalo,1966,0,0
1303407,Deniz Özerman,1969,0,0
2491077,Yu Ting,1922,0,0
761452,Alvin Sanders,1952,0,0
1762144,Joe Nardelli,1954,0,0
862823,Friederike Tiefenbacher,1965,0,0
1193346,Sean Ellis,1970,0,0
826543,Stendhal,1783,0,0
1148,Troy Donahue,1936,0,0
610797,Kunihiko Murai,1945,0,0
690794,Léa Pool,1950,0,0
582097,William Welch,1977,0,0
1324020,Annamária Radnai,1964,0,0
1919704,Paton Ashbrook,1988,0,0
757536,Paul Salamunovich,1927,0,0
1516856,Jaime Urrutia,1958,0,0
226213,Magdalena Dietlová,1944,0,0
429612,Yuki Jôno,1945,0,0
8164644,Abdul Sattar Edhi,1928,0,0
3196843,Christopher Barr,1979,0,0
3149590,Axel Ranisch,1983,0,0
98973,Andrée Boucher,1938,0,0
198970,Sarah Dampf,1990,0,0
472182,William Kronick,1934,0,0
577318,Konstantin Meladze,1963,0,0
7483829,Sabitri Heisnam,1946,0,0
424678,Bruce Bayley Johnson,1945,0,0
2006937,Aidan Mitchell,1993,0,0
1248366,Geoff Hitchins,1970,0,0
619306,R. Nagendra Rao,1896,0,0
7798,Claudio Abbado,1933,0,0
4998103,Myrtle Sarrosa,1994,0,0
3868633,Severin Fiala,1985,0,0
1320527,Gigi da Mangueira,1940,0,0
63323,Pavel Bazhov,1879,0,0
317954,Anthony Gilbert,1899,0,0
645927,Hakeem Olajuwon,1963,0,0
3356396,Monika Fingerová,1973,0,0
3459164,Gülenay Kalkan,1959,0,0
218553,Erol Demiröz,1940,0,0
1395952,Marika Matsumoto,1984,0,0
911222,Geoffrey Wansell,1945,0,0
1466309,Witold Swietnicki,1960,0,0
137627,Jodi Carlisle,1960,0,0
1337123,Li Yuan,1972,0,0
1423952,Lisa Fischer,1958,0,0
1375169,Kohl Glass,1974,0,0
872610,Christiane Tricerri,1961,0,0
2892370,Liz Tiquia,1955,0,0
117689,Dirk Brüel,1942,0,0
563558,Antonio Mazzi,1929,0,0
321320,Rudy Giuliani,1944,0,0
2102212,Orsolya Holecsko,1981,0,0
2921313,Maria Gabriella di Savoia,1940,0,0
1189331,Anna-Lydia Florin,1967,0,0
236298,Brian Doyle,1956,0,0
2944743,Erwin W. Palm,1910,0,0
2086425,Monterey Salka,1989,0,0
896628,Cláudia Vieira,1979,0,0
3503468,Marc Pierschel,1978,0,0
1880469,Ezequiel César Inzaghi,1979,0,0
3790615,Chris Crow,1972,0,0
382569,Jochen Hick,1960,0,0
421505,Jerry Jensen,1915,0,0
788666,Vitaliy Shapovalov,1939,0,0
1745736,Paula Patton,1975,0,0
1456114,Alban Ukaj,1980,0,0
39339,K. Asif,1922,0,0
585519,John Middleton,1953,0,0
1652170,V.K. Sharma,1949,0,0
1197543,Tom Waddell,1937,0,0
1329694,Ako,1958,0,0
1745937,Jae Woo Park,1973,0,0
3265508,Stephen Cone,1980,0,0
32136,Noémi Apor,1918,0,0
3744820,Miroslav Mokosín,1915,0,0
1119672,León Siminiani,1971,0,0
209672,Mike De Leon,1947,0,0
479899,Jacques Lacerte,1928,0,0
904710,Dana Vávrová,1967,0,0
621188,Tanvir Naqvi,1919,0,0
662774,Michael Parkhurst,1933,0,0
3173663,Helene Hegemann,1992,0,0
519355,Zoran Longinovic,1922,0,0
1785004,Shengyi Huang,1983,0,0
3965946,Juan Daniel F. Molero,1987,0,0
260840,Iván Espeche,1970,0,0
3237775,Mackenzie Foy,2000,0,0
924283,Kenn Whitaker,1963,0,0
373506,Noud Heerkens,1954,0,0
466838,Manfred Korytowski,1936,0,0
642570,P.J. O'Rourke,1947,0,0
394080,Susanne Hopf,1965,0,0
728879,Lyle Ritz,1930,0,0
33244,Govindan Aravindan,1935,0,0
977,Beau Bridges,1941,0,0
682138,Juan Piedrahita,1985,0,0
3254361,Pavel Abrahám,1978,0,0
141766,Kristopher Carter,1972,0,0
758120,Leander T. Sales,1964,0,0
700500,Dave Pultz,1952,0,0
252225,Lottie Ejebrant,1944,0,0
678416,Boris Petrushansky,1947,0,0
215050,Len Deighton,1929,0,0
904443,Tuija Vuolle,1942,0,0
116178,Jacques Brunet,1921,0,0
2692796,Michael Reed McLaughlin,1964,0,0
3239521,Dmitrijus Denisiukas,1966,0,0
5006908,Magdalena Rózanska,1984,0,0
631188,Malgorzata Niemirska,1947,0,0
159201,Yuen Chor,1934,0,0
4398294,Cameron Ocasio,1999,0,0
1500374,Declan Ryan,1975,0,0
106243,Peter Bray,1948,0,0
820298,Warren Sroka,1984,0,0
7248476,Filip Kovacevic,1989,0,0
147826,Jorge Cedron,1946,0,0
2790032,Piotr Plewa,1965,0,0
1603283,Anders Helde,1981,0,0
10148023,Jen Gardiner,1984,0,0
905229,Sabine Wackernagel,1947,0,0
728346,Michael Rispoli,1960,0,0
484457,Jon Landau,1960,0,0
10570207,Gabriel Theis,1998,0,0
1674835,Luis Arrieta,1982,0,0
2091085,Rosa Mota,1958,0,0
118374,Joe Buck,1969,0,0
2348646,Bo Huang,1974,0,0
883875,Angélica Vale,1975,0,0
4237547,Andis Kveps,1953,0,0
1645569,Christy Sullivan,1983,0,0
1279468,Paolo Giordano,1982,0,0
728434,Jovan Ristic,1939,0,0
903399,Klaus Voormann,1938,0,0
1909266,Darren Grodsky,1979,0,0
699820,Miriam Pucitta,1964,0,0
797451,Sigurjon Sighvatsson,1952,0,0
70500,Mike Bender,1975,0,0
865918,Éric Toledano,1971,0,0
424193,Markus John,1962,0,0
6193437,Yû Shinoda,1991,0,0
3669803,Dani Dyer,1996,0,0
1328982,Asami Katsura,1984,0,0
1484108,Nana Krüger,1962,0,0
919000,Gordon Joseph Weiss,1949,0,0
1072903,Romanus Fuhrmann,1963,0,0
844541,Álvaro Sáenz de Heredia,1942,0,0
777103,Andreas Schwankl,1974,0,0
1593633,Kandis Fay,1985,0,0
3089185,Charlotte Knobloch,1932,0,0
535800,Jolina Magdangal,1978,0,0
861361,Callie Thorne,1969,0,0
475267,William Kunstler,1919,0,0
2492841,Punam Tamang,1995,0,0
4049958,Jill Salvino,1964,0,0
1345971,Raffaella De Vita,1942,0,0
286449,Josep Maria Forn,1928,0,0
556625,Bruce Mason,1921,0,0
47358,Kirk Baily,1963,0,0
96401,Anna Borg,1903,0,0
451588,Zsolt Khell,1954,0,0
143594,Jim S. Cash,1949,0,0
1200581,Eisuke Sasai,1958,0,0
287194,Albert Fortell,1952,0,0
213851,John Decker,1964,0,0
87835,Jerry Blatt,1941,0,0
84289,Patxi Bisquert,1952,0,0
1393136,Bibhu Bhattacharya,1944,0,0
461964,Andro Kobaladze,1920,0,0
436941,Bernd Kampka,1919,0,0
2598695,Kerry Rhodes,1982,0,0
1940459,Zoë Simpson Dean,1982,0,0
1115561,Vom,1964,0,0
390912,Skip Hollandsworth,1957,0,0
5825318,Hsueh-Fu Kuo,1988,0,0
699484,Peter Przybylski,1967,0,0
47574,Paul Baillargeon,1943,0,0
36981,Letty Aronson,1943,0,0
2423913,Wouter Braaf,1983,0,0
1060439,José Lavigne,1957,0,0
1665832,Sayaka Kanda,1986,0,0
529581,Roger Léger,1948,0,0
714746,Jack N. Reddish,1926,0,0
319781,Juanjo Giménez Peña,1963,0,0
882628,Jan Uuspõld,1973,0,0
915696,Timothy Wead,1956,0,0
934083,Ruby Wilson,1948,0,0
413974,Richard Lee Jackson,1979,0,0
1963040,Maciej Sledziecki,1977,0,0
2156024,Günter Behnisch,1922,0,0
163703,Blake Clark,1946,0,0
241881,Duncan,1959,0,0
760254,Jeffrey D. Sams,1966,0,0
259212,Steve Ericsson,1971,0,0
2252439,Nic Puehse,1997,0,0
162311,Igor Cillík,1941,0,0
218817,Jonathan Demurger,1988,0,0
681240,Adam Pianko,1942,0,0
2982364,James Palmer,1977,0,0
406841,Toshirô Ide,1910,0,0
2147686,Chris Owens,1932,0,0
14602,Anthony Aikman,1942,0,0
1328326,Toshiyuki Toyonaga,1984,0,0
3573553,Martín Rossetti,1985,0,0
637297,Emil Novák,1954,0,0
1950368,Raúl Alemán,1970,0,0
1257492,Radu Jude,1977,0,0
739904,Mats Ronander,1954,0,0
946789,Marjorie Yates,1941,0,0
560169,Ross Matthews,1944,0,0
2094018,John McLean,1959,0,0
1090826,Nuray Oguz,1954,0,0
2685343,Minami Minegishi,1992,0,0
7038841,Kazimierz Piechowski,1919,0,0
835455,John Strysik,1954,0,0
22,Clark Gable,1901,0,0
478017,Ursula Körösi,1943,0,0
1459019,Nick Jongerius,1976,0,0
4541270,Alex Gordon,1984,0,0
2312358,Guillermo Barrientos,1985,0,0
1622492,Nathan Lanier,1978,0,0
439034,Qara Qarayev,1918,0,0
375056,David Helfgott,1947,0,0
2556155,Christoph Letkowski,1982,0,0
820696,Trevor St. John,1971,0,0
1129561,Jaime Anstead,1977,0,0
5774454,Rosa Artmann,1949,0,0
5439826,Besim Ugzmajli,1986,0,0
238393,Antonio Drove,1942,0,0
1296616,Maite Bastos,1954,0,0
405912,Klaus Höhne,1927,0,0
2947985,Strobe Talbott,1946,0,0
3192506,Michael Chen,1997,0,0
2369840,Oliver Guse,1972,0,0
2791615,Adam Gregory,1987,0,0
3577244,José Miguel Arbulú,1979,0,0
2342584,Norton Dodge,1927,0,0
24850,Souad Amidou,1959,0,0
944573,Juan Xiol,1921,0,0
7522971,Cindy Tian,2008,0,0
1309446,Sandra Blázquez,1987,0,0
334438,Gawn Grainger,1937,0,0
6152278,Aleksandar Alek Jovanovic,1975,0,0
559664,Yuki Matsushita,1968,0,0
777447,Stefan Schwartz,1963,0,0
3953788,Corey Vidal,1986,0,0
903762,Jan Vostrcil,1903,0,0
3877188,Yûdai Chiba,1989,0,0
307122,Tony Gardner,1964,0,0
869060,Tim Cridland,1963,0,0
127631,Simón Cabido,1931,0,0
482289,Jyothi Lakshmi,1953,0,0
2202931,Larry Jack Dotson,1953,0,0
122450,Billy Burnette,1953,0,0
142408,A.C. Carvalho,1920,0,0
3669334,Sakari Mäkelä,1987,0,0
218922,Jerry Denby,1931,0,0
47094,Charles Bail,1935,0,0
1019,Robert Carradine,1954,0,0
173892,Barry Commoner,1917,0,0
1193753,Michi Barall,1970,0,0
168892,Scott Coffey,1964,0,0
568726,Ian McFadyen,1948,0,0
6952869,Lola Raie,2007,0,0
1644415,Suet-sum Tse,1953,0,0
6168455,Biljana Slavkovic,1972,0,0
47057,Wiltrud Baier,1967,0,0
864458,Adrian Titieni,1963,0,0
473851,Sabine Kueckelmann,1957,0,0
8359585,Robert Belfanti Jr.,1948,0,0
1965525,Anna Hopkins,1987,0,0
458936,R. Martin Klein,1947,0,0
820506,Lili St. Cyr,1918,0,0
522429,Suzanna Love,1950,0,0
467782,Jorga Kotrbová,1947,0,0
2571227,April Perea,1977,0,0
752893,Tracy Ryan,1972,0,0
2036276,Say Alonzo,1979,0,0
300888,Laurent Gagliardi,1948,0,0
384464,Laura Hill,1975,0,0
630682,Rena Niehaus,1954,0,0
483888,Jussi Lampi,1961,0,0
363628,M.V.S. Harnatha Rao,1948,0,0
4554121,Aneliya Mangarova,1994,0,0
12646,Jerzy Afanasjew,1932,0,0
1141620,Danièle Incalcaterra,1954,0,0
859910,Bob Thompson,1924,0,0
637218,Krist Novoselic,1965,0,0
411903,Marcel Iures,1951,0,0
1475889,Torsten Wacker,1962,0,0
617620,Fernando Méndez-Leite,1944,0,0
435269,Jürgen Kaizik,1950,0,0
1165721,Vitka Kovner,1920,0,0
3155526,Lee Archer,1919,0,0
1698584,Scott Thomas,1975,0,0
9238988,Kenan Güngör,1969,0,0
4932304,Claudia Lee,1996,0,0
102690,Fabrizio Bracconeri,1964,0,0
6489,Nikolay Rybnikov,1930,0,0
797780,Viliam Sikula,1942,0,0
761722,Sonny Sanders,1939,0,0
5767201,Matilde Gioli,1989,0,0
648516,Mario Onaindia,1948,0,0
762404,Sven-David Sandström,1942,0,0
4321270,Cameron Bigelow,1991,0,0
785909,Alejandro Sessa,1928,0,0
476493,Silvia Kutika,1958,0,0
750000,Mogens Rukov,1943,0,0
216664,Ruzha Delcheva,1915,0,0
107654,Ivo Bresan,1936,0,0
681920,Wilson Pickett,1941,0,0
106791,Arnie Breeveld,1939,0,0
3191060,Konrad Aksinowicz,1978,0,0
110157,Aileen Britton,1916,0,0
407642,Rifat Ilgaz,1911,0,0
134109,Heather Canning,1933,0,0
3697,Florian Henckel von Donnersmarck,1973,0,0
462582,Michal Kocourek,1965,0,0
68957,Michel Belli,1974,0,0
8885347,Amy Adrid,1961,0,0
2451445,Tanner Beard,1984,0,0
516897,Sharon Lockhart,1964,0,0
735947,Canco Rodríguez,1977,0,0
1279550,Lan Gu,1922,0,0
651414,Atli Örvarsson,1970,0,0
5868,John Seale,1942,0,0
775067,Uwe Schrader,1954,0,0
5203687,Katarina Baban,1988,0,0
64726,Yann Beauvais,1953,0,0
360272,Bob Hannah,1939,0,0
744193,George Rossi,1961,0,0
2350446,Mauro Mao Gurlino,1971,0,0
641972,Brittany O'Neil,1971,0,0
914429,William Watkins,1924,0,0
1149650,Aya Steinovitz,1979,0,0
452471,Wolfgang Kieling,1924,0,0
2091975,Carlos Aguilera,1979,0,0
3466623,David Short,1993,0,0
640740,Damien O'Donnell,1967,0,0
782242,Baba Sehgal,1965,0,0
941000,Tim Woodward,1953,0,0
771633,Danny Schiller,1935,0,0
538529,Hana Makhmalbaf,1988,0,0
2680649,Vladimir Glotov,1982,0,0
521599,Victor Lou,1964,0,0
4557,Matt Granger,1972,0,0
209843,Al De Lory,1930,0,0
889693,Bert-Åke Varg,1932,0,0
1890829,Jason Kupfer,1980,0,0
223106,Jean Dewever,1927,0,0
645072,Bertil Ohlsson,1939,0,0
1137675,Pierre Pfundt,1964,0,0
4442201,David Pierdomenico,1989,0,0
255798,Ray Elton,1914,0,0
495501,Pierre Lebeau,1954,0,0
87586,Tony Blankley,1948,0,0
899801,N. Viswanathan,1929,0,0
781981,Jason Segel,1980,0,0
210916,Bart De Pauw,1968,0,0
1126515,Sondre Krogtoft Larsen,1976,0,0
1563090,Nanci Kincaid,1950,0,0
514289,Viktor Listopadov,1923,0,0
1371293,Jay London,1966,0,0
1745765,Tali Rubin,1982,0,0
6290,Howard Shore,1946,0,0
322738,Raymundo Gleyzer,1941,0,0
432907,Jan Jurewicz,1954,0,0
3557613,Karan Brar,1999,0,0
916861,Daniel Frank Webster,1945,0,0
48158,Gérard Kikoïne,1946,0,0
797625,Norodom Sihanouk,1922,0,0
1029759,Nathan Gotsch,1983,0,0
4114456,Lauren Caster,1991,0,0
1320016,Milos Samolov,1974,0,0
35176,Catherine Arley,1924,0,0
287543,Enis Fosforoglu,1948,0,0
69683,Andrea Beltrão,1964,0,0
5072,Naomi Judd,1946,0,0
4790,Scott Caan,1976,0,0
1463812,Renn Hawkey,1974,0,0
54572,Marek Bargielowski,1942,0,0
1110155,Lilyana Mihaylova,1939,0,0
618768,Mustafa Nadarevic,1943,0,0
156187,Elizabeth Cheshire,1967,0,0
1271628,Torsten Dewi,1968,0,0
881705,Jan Urbanski,1982,0,0
160367,Robert Christie,1913,0,0
303440,Alex Galvin,1975,0,0
150926,Jacqueline Chan,1939,0,0
162414,Robert Snyder,1916,0,0
1087081,Andrew E.,1967,0,0
407067,Álex de la Iglesia,1965,0,0
321856,Sabine Glaser,1946,0,0
1104993,Ernesto Díaz Espinoza,1978,0,0
246951,Christof Düro,1963,0,0
46001,Pierre Badel,1928,0,0
213575,Elzbieta Debska,1967,0,0
1753877,Nick Tatham,1983,0,0
158918,Goderdzi Chokheli,1954,0,0
163629,Alex Clark,1974,0,0
32417,Mary Appleseth,1956,0,0
5227493,Anne Grete Nissen,1946,0,0
1297858,Gani Agzamov,1909,0,0
3548792,Léticia Belliccini,1984,0,0
432868,Antoni Jurasz,1922,0,0
1517368,Pierre Bergé,1930,0,0
